# Timestamp KF, Num CovKFs, Num KFs, Num RecentMPs, Num MPs, processKF, MPCulling, CreateMP, SearchNeigh, BA, KFCulling, [numFixKF_LBA]
17937460000,11,80,1014,6550,13.914728,0.574072,49.449458,45.825258,123.531917,2.395718,17
18144820000,15,81,989,6563,13.960773,0.590205,53.823210,50.369416,129.010369,2.615060,14
18352170000,15,82,1108,6748,14.440326,0.513034,51.409928,59.074154,95.545095,2.546209,15
18559570000,14,83,1182,6870,14.884184,0.562220,59.440745,58.044480,27.157578,2.674878,17
18766880000,11,84,1097,6872,22.055438,1.026839,55.356253,49.351172,113.946647,2.206532,20
18974110000,13,85,1035,6887,19.728128,0.584651,61.532422,48.537369,117.605174,2.581241,20
19181410000,13,86,1040,7035,38.382137,0.574795,55.724224,61.810008,16.790224,2.494881,20
19388680000,13,87,1138,7073,30.385309,0.480186,60.422599,50.953330,118.828589,2.618949,21
19595800000,14,88,1084,7104,26.648254,0.560616,55.428211,55.377741,96.369227,2.501733,21
19802910000,14,89,1064,7165,25.017389,0.611956,65.462150,66.019331,13.751223,3.235396,22
20010020000,15,90,1061,7252,23.208141,0.465751,66.046327,56.831364,100.374791,2.540452,22
20217140000,15,91,1066,7328,22.143600,0.514969,69.468826,67.354512,180.123328,2.880827,23
20527470000,15,92,989,7388,21.566135,0.610750,59.032772,58.260857,106.391569,5.224445,24
20837960000,13,93,1018,7491,20.362383,0.715143,50.629650,58.826957,93.724114,3.247207,27
21148370000,7,94,995,7609,20.575444,1.107029,22.096195,64.567746,87.062244,3.450691,33
21459000000,4,95,940,7629,18.035353,0.658333,17.451062,48.328090,41.251648,1.797982,37
21770100000,3,96,980,7715,22.772710,0.571914,34.862289,42.344125,41.357699,1.635711,26
21977710000,4,97,1174,7896,21.437281,0.536862,52.696891,44.874491,50.793607,1.769659,26
22185310000,4,98,1278,7977,20.234441,0.567706,61.029473,43.098833,66.335144,0.608116,23
22497160000,5,99,1287,8064,18.784772,0.621155,63.783024,39.782460,65.062936,0.732551,23
22809640000,6,100,1335,8156,34.891305,0.841759,70.259264,41.607549,86.092959,0.858807,23
23121720000,6,101,1354,8265,26.906103,0.911824,83.268462,57.750909,89.768770,1.022031,16
23433600000,7,102,1329,8297,23.248020,0.725519,78.573509,43.637912,88.416663,1.101008,16
23745190000,7,103,1368,8438,21.623282,0.739866,80.433268,36.264438,82.424706,1.156641,14
24056420000,8,104,1470,8639,29.476751,1.186682,77.009191,40.092380,92.142691,1.343202,14
24367270000,8,105,1459,8676,24.285467,0.848328,73.991348,39.994796,91.987950,1.388874,15
24678100000,9,106,1357,8670,21.390665,0.787566,81.286900,40.403973,107.485257,1.856965,15
24989130000,10,107,1268,8670,20.317009,0.922245,67.952080,37.086291,120.775972,1.666526,15
25196320000,11,108,1259,8740,19.121281,0.695515,107.365311,53.872587,13.189723,1.944403,15
25403640000,12,109,1300,8759,18.451809,0.589873,90.374451,47.211519,116.640665,2.148555,15
25610880000,11,110,1440,9040,17.926979,0.652384,95.525504,61.884565,13.269834,2.181528,6
25818220000,12,111,1349,9018,17.083302,0.598464,87.041282,48.891241,133.061920,2.120517,6
26025680000,13,112,1297,9051,17.167549,0.771136,88.672027,58.315910,196.911241,2.162801,6
26336550000,14,113,1205,9136,16.981810,0.756092,71.593745,54.913962,212.396322,2.146937,6
26647670000,13,114,1319,9291,16.139851,0.741580,80.784499,67.723725,208.231193,2.352300,7
26958500000,13,115,1339,9402,27.871539,0.741182,65.049203,62.905728,231.134466,3.998985,8
27269470000,11,116,1292,9461,27.622220,0.959429,57.840701,69.373874,17.963818,3.235022,11
27476870000,15,117,1548,9701,21.069474,0.965892,100.972103,81.917980,20.953451,3.104809,8
27684070000,14,118,1789,9825,19.242154,0.697155,80.851615,68.785964,133.904778,3.016042,10
27891280000,5,119,1530,10321,19.610204,0.863704,123.556229,46.875058,0.000000,0.000000,0
