# Timestamp KF, Num CovKFs, Num KFs, Num RecentMPs, Num MPs, processKF, MPCulling, CreateMP, SearchNeigh, BA, KFCulling, [numFixKF_LBA]
70188400000,17,286,1160,22117,24.611590,0.990504,55.166704,51.866011,123.893830,1.706019,27
70395630000,16,287,1156,22151,20.277970,0.683618,48.509368,48.403829,104.318452,1.506554,29
70602990000,16,288,1083,22155,21.544648,0.609386,59.040418,46.871670,81.632913,1.378976,30
70810370000,3,289,1017,22428,22.756595,0.509356,89.379732,30.431313,0.000000,0.000000,0
70913960000,3,290,927,22568,45.319139,2.302129,98.374547,0.000136,0.000000,0.000000,0
71017600000,13,291,1197,22436,20.343938,0.503127,74.632182,55.716348,24.318868,2.103995,35
71224820000,4,292,1109,22860,18.392994,0.497147,76.385426,34.383465,0.000000,0.000000,0
71328430000,4,293,1151,23186,18.298212,0.504169,112.005132,0.000121,0.000000,0.000000,0
71432160000,15,294,1234,23108,18.589040,0.608984,74.239308,38.948359,0.000000,0.000000,0
71535850000,11,295,1072,22858,17.239671,0.539329,66.767663,50.732644,113.222460,2.007884,38
71743010000,16,296,1067,22976,16.764491,0.508037,68.508532,57.893809,35.095956,2.385735,37
71950250000,12,297,1114,23136,16.921511,0.660264,66.257385,57.545726,132.814384,2.166841,39
72157490000,12,298,1167,23283,16.488880,0.618169,51.046495,56.625900,30.160991,2.762158,40
72364830000,12,299,1155,23383,15.940687,0.775466,63.631312,58.540438,137.271729,2.827848,41
72572060000,13,300,1175,23439,16.697311,0.914087,55.039816,71.187624,21.755650,2.876729,41
72779440000,14,301,1245,23555,15.864537,0.676764,72.855121,66.959563,122.422444,2.749644,41
72986770000,3,302,1252,23743,27.519937,1.269804,87.618859,53.186933,13.517317,1.376848,37
73194190000,2,303,1188,24058,16.003688,0.698899,100.689136,0.000233,0.000000,0.000000,0
73297870000,14,304,1237,23773,15.243890,0.704559,67.178898,32.691848,115.976820,2.396075,35
73505110000,3,305,1046,24071,15.298669,0.690611,94.876564,0.000127,0.000000,0.000000,0
73608900000,3,306,1051,24223,15.104340,0.601186,89.033666,0.000137,0.000000,0.000000,0
73712560000,2,307,1097,24339,14.562354,0.620889,88.368623,0.000105,0.000000,0.000000,0
73816140000,3,308,1230,24695,14.504418,0.476364,122.678260,0.000114,0.000000,0.000000,0
73919840000,3,309,1127,24831,14.042627,0.699012,76.723543,0.000116,0.000000,0.000000,0
74023430000,2,310,1090,25002,14.231541,0.527837,99.763252,0.000108,0.000000,0.000000,0
74127170000,3,311,1155,25350,13.688858,0.504887,110.179666,0.000131,0.000000,0.000000,0
74230880000,3,312,1129,25523,13.957498,0.453844,80.590310,0.000127,0.000000,0.000000,0
74334400000,4,313,1074,25683,13.826026,0.465591,85.541495,0.000120,0.000000,0.000000,0
74438030000,4,314,1041,25956,14.268771,0.390559,107.801385,0.000123,0.000000,0.000000,0
74541650000,4,315,1087,26232,13.787633,0.399767,103.313195,0.000101,0.000000,0.000000,0
74645260000,10,316,1493,25949,16.377990,0.395980,174.561475,58.619507,0.000000,0.000000,0
74852540000,19,317,1519,25640,14.631235,0.868081,161.640330,75.589037,57.564249,3.322378,36
75163080000,20,318,1538,25636,32.127743,1.225926,149.777294,179.388196,84.158680,6.788335,36
75473540000,20,319,1480,25637,28.415684,4.572273,142.286587,119.011523,70.333738,3.535402,37
75783770000,21,320,1426,25682,28.923073,1.194410,114.538953,106.746853,180.230081,3.251433,37
76094110000,18,321,1150,25615,31.510877,1.242636,105.064083,83.590633,250.907138,2.956012,35
76507950000,18,322,1090,25685,53.931329,2.583133,64.785178,76.000750,202.329243,7.982632,36
77025530000,16,323,1030,25665,27.086091,1.130145,60.388583,63.497206,128.849523,3.545871,38
77336250000,17,324,1339,25987,22.869916,0.555345,51.209309,62.602038,195.451536,2.959998,38
77750840000,7,325,1136,25903,20.312579,1.175742,40.270070,62.077203,89.025458,3.155885,49
78062560000,5,326,1465,26341,18.992134,0.538553,35.859169,56.267886,89.869214,0.945481,52
78374790000,5,327,1571,26461,17.960634,0.810208,34.224384,53.802848,89.846574,1.071640,53
78687370000,5,328,1430,26413,17.394402,0.831755,50.694377,43.481290,86.836298,1.023954,22
78999750000,5,329,1257,26343,17.135284,0.801277,43.718120,24.477959,70.265343,1.120541,23
79207550000,5,330,1170,26335,17.064812,0.708210,47.328117,26.661964,62.143929,1.043251,20
79415180000,6,331,1102,26359,16.098402,0.637605,45.588513,24.504554,66.502257,1.286493,20
79622670000,7,332,978,26524,15.718090,0.766107,61.390845,25.838480,15.264456,1.416551,20
79726400000,8,333,934,26345,29.692835,0.681350,61.791648,27.334912,104.550175,1.166411,20
79933870000,3,334,912,26678,26.279857,0.503976,87.584321,15.300863,0.000000,0.000000,0
80037500000,10,335,931,26475,23.214760,0.450502,63.319444,31.953904,144.090854,1.350004,20
80244850000,11,336,1152,26744,28.757685,1.809081,58.007609,49.556466,39.380234,2.247110,20
80452210000,12,337,1376,27026,23.910497,0.615556,58.101744,47.695219,136.261622,1.748179,20
80763190000,13,338,1309,27108,31.884927,1.625678,56.580946,51.916354,120.283287,1.716711,20
81074090000,14,339,1271,27170,24.177387,0.833380,33.422824,48.163091,95.806639,1.663921,20
81385030000,14,340,1238,27215,32.169467,0.710052,37.785145,42.549742,134.274897,2.039460,5
81592230000,16,341,1119,27149,26.392490,0.733475,45.225624,43.509580,133.787745,2.163117,20
81799470000,15,342,1005,27111,27.744977,1.127203,33.670794,39.684932,117.066857,2.103023,6
82006700000,16,343,1017,27181,21.544593,0.555260,36.355540,41.681961,135.684240,2.169755,6
82214070000,17,344,1102,27286,19.851496,0.573099,51.113085,49.442856,110.747214,2.356779,6
82421410000,16,345,1167,27396,19.244577,0.516452,46.896369,51.471919,103.580590,2.439277,7
82628780000,18,346,1157,27454,18.463647,0.523529,55.211482,48.919646,103.294363,2.232513,7
82836140000,19,347,1085,27446,17.712130,0.547243,57.049221,47.660603,122.420663,2.123320,7
83043500000,13,348,1063,27528,17.398918,0.635986,45.739030,53.577049,121.393972,2.164350,11
83250970000,19,349,1168,27710,17.761345,0.620813,48.787873,58.664603,123.599102,2.220411,7
83458190000,18,350,1170,27783,17.578861,0.672781,45.787465,49.817464,123.440071,2.179614,9
83665550000,15,351,1174,27847,16.882693,0.663872,45.005089,54.647994,134.683916,3.533889,12
83976710000,15,352,1208,27955,16.267905,0.847930,50.041918,55.820280,98.006230,3.034421,13
84287600000,15,353,1267,28054,16.099211,0.682221,52.753964,54.391197,137.339078,2.524079,14
84494760000,15,354,1255,28079,15.750050,0.743141,67.394473,62.602881,18.164474,2.455038,15
84702120000,17,355,1236,28117,15.400567,0.708575,65.858127,56.330391,131.766935,2.944604,14
84909310000,3,356,1327,28275,21.020169,0.950792,81.057020,49.259464,12.946107,1.117565,29
85116700000,19,357,1365,28348,16.113600,0.834986,77.673374,60.136033,218.508177,2.244179,14
85427750000,7,358,1152,28366,15.337660,0.881238,46.371549,44.710404,97.992583,2.801767,27
85635010000,7,359,972,28252,14.968652,0.890649,44.043126,41.836615,118.420183,2.235953,28
85842510000,8,360,999,28328,18.638829,0.857471,60.380622,50.161426,94.679574,2.145817,28
86049580000,1,361,1041,28644,15.808547,0.774734,93.677483,34.192179,0.000000,0.000000,0
86153190000,2,362,1155,28596,20.839707,1.233891,85.418094,45.306347,10.713137,0.967543,36
86360510000,4,363,1297,29152,14.110608,0.407303,144.766165,0.000233,0.000000,0.000000,0
86464180000,4,364,1524,29000,14.753623,0.563536,109.803202,53.979840,16.101316,3.022142,36
86671550000,13,365,1434,29033,14.300247,1.142533,117.095210,72.211138,22.801793,2.748134,28
86878890000,10,366,1522,29040,14.656705,0.789873,100.683523,69.827329,28.560413,2.726277,32
87086250000,14,367,1566,29176,15.091489,0.842512,92.667281,82.049734,217.449712,2.358088,29
87397220000,13,368,1407,29302,15.155787,1.051622,70.865984,82.141013,213.885866,3.006549,31
87708320000,11,369,1309,29462,19.732466,1.181954,62.622811,85.439766,119.159987,19.962385,33
88019280000,11,370,1464,29495,15.715894,1.149138,38.943400,75.338484,140.383682,5.111460,34
88330460000,14,371,1505,29602,15.214542,1.013109,66.807638,74.512355,251.560418,2.779057,33
88641400000,13,372,1467,29685,14.687087,0.867577,65.371279,85.191976,184.351670,3.094749,35
88952550000,13,373,1297,29660,14.531810,0.904030,61.191000,58.100618,99.490514,2.605143,36
89159790000,2,374,978,29785,13.306933,0.781332,96.045381,0.000122,0.000000,0.000000,0
89263540000,2,375,1163,30026,13.474678,0.552203,124.939323,0.000276,0.000000,0.000000,0
89367140000,2,376,1251,30050,14.224076,0.800910,110.372375,19.055156,0.000000,0.000000,0
89470880000,3,377,1323,30467,12.956689,0.586551,140.711253,0.000140,0.000000,0.000000,0
89574490000,6,378,1322,30181,13.257431,0.574771,58.371243,27.661728,0.000000,0.000000,0
89678230000,3,379,1114,30442,13.613884,0.445501,117.428827,0.000135,0.000000,0.000000,0
89781980000,6,380,1107,30673,13.889415,0.439659,93.650916,0.000131,0.000000,0.000000,0
89885590000,3,381,1146,30894,13.412329,0.501241,109.868952,0.000120,0.000000,0.000000,0
89989350000,2,382,1148,31141,13.110971,0.450880,102.354480,0.000110,0.000000,0.000000,0
90092950000,2,383,1366,31540,13.911493,0.766346,149.261202,0.000216,0.000000,0.000000,0
90196710000,3,384,1313,31785,13.020803,0.676304,97.203215,0.000112,0.000000,0.000000,0
90300450000,3,385,1487,31428,13.573577,0.677691,136.747217,33.911071,15.697771,0.865701,13
90507790000,13,386,1533,31271,13.426444,0.823767,131.279047,76.809508,0.000000,0.000000,0
91336840000,0,1,885,885,16.226354,0.087431,0.012397,5.731379,0.066068,0.002184,0
91440450000,1,2,1388,1216,1.704118,0.205734,23.978996,11.746838,0.092818,0.001194,0
91544070000,2,3,1208,1052,16.059461,0.673942,35.132836,16.306393,30.882262,0.182797,2
91751300000,3,4,1201,1243,14.817847,0.634935,34.252658,19.255790,39.647795,0.284551,2
91958670000,4,5,1188,1421,14.623381,0.615725,34.736771,21.844918,47.585990,0.384546,2
92165880000,5,6,1290,1564,14.728059,0.687519,37.126553,29.491440,62.929520,0.580348,2
92373110000,6,7,1226,1630,15.109589,0.744432,40.478896,27.965422,59.151492,0.679825,2
92580470000,7,8,1243,1741,14.450838,0.669634,39.930838,37.128014,81.066747,0.763307,2
92787830000,8,9,1154,1759,16.888009,1.222606,43.240443,25.132402,67.743532,0.853505,2
92994930000,9,10,1058,1766,13.819109,0.618373,30.358902,30.681447,51.712758,0.850603,2
93202160000,10,11,987,1764,13.605016,0.522138,27.812226,33.279716,52.100705,0.867398,2
93616750000,11,12,648,1500,13.099144,0.709410,34.309691,25.335503,65.444087,0.978525,2
93824120000,6,13,881,1780,13.591864,0.234768,31.630341,38.370444,47.165602,1.067733,6
94031550000,8,14,1010,1893,15.121193,0.674151,43.331207,33.970518,60.813010,1.198219,5
94238820000,2,15,925,1902,12.941740,0.504032,47.086083,29.323178,4.411542,0.570574,12
94342550000,8,16,992,1938,13.277113,0.482835,58.800273,36.689134,61.629215,1.427886,7
94549940000,9,17,1069,2098,12.851158,0.546368,44.279860,40.466366,67.770324,1.426061,7
94757290000,9,18,1138,2239,13.920962,0.562841,50.433554,47.544711,77.185137,2.009129,8
95068250000,10,19,1283,2456,17.690653,0.692465,44.946808,53.903128,80.146376,1.986196,8
95379210000,11,20,1348,2613,16.102829,1.244088,45.477775,55.473595,85.553146,2.095440,8
95690200000,9,21,1303,2649,14.217526,0.965152,35.426602,56.996382,137.614492,2.012465,11
95897420000,13,22,1220,2581,14.463809,0.796981,45.174589,51.251715,115.912225,1.965973,8
96104780000,13,23,1195,2632,13.930332,0.583696,54.020066,51.275565,119.502694,1.964310,9
96312000000,10,24,1204,2707,13.599130,0.638606,55.046013,49.569516,95.382711,2.006790,13
96519440000,15,25,1175,2733,13.722409,0.632153,66.346834,48.840599,97.512139,2.025784,9
96726610000,13,26,1097,2735,13.514714,0.571693,58.921540,46.789244,124.750476,1.942323,12
96933830000,12,27,1136,2829,14.207943,0.571575,66.030015,55.217809,99.743534,2.729453,14
97244690000,15,28,1201,2996,13.821119,0.784043,68.699028,58.192856,83.473050,2.508586,12
97555020000,14,29,1179,3015,14.002532,0.732860,64.880143,52.644226,109.033509,2.723101,14
97865260000,17,30,1092,3003,13.907189,0.867799,56.833926,53.903331,117.201435,2.672007,12
98175320000,16,31,1140,3119,14.628200,0.780197,54.253308,55.752378,82.153373,2.807005,14
98485690000,13,32,1237,3266,14.742605,0.645397,43.439230,67.946884,100.678976,3.023424,18
98796150000,9,33,1225,3357,14.571252,0.643717,38.702829,57.847112,81.824515,1.839891,23
99107000000,5,34,1113,3373,13.720166,0.684937,26.362447,47.477914,44.312771,1.355974,28
99314240000,7,35,1004,3367,13.729750,0.512539,49.499047,43.425149,56.763154,1.622363,27
99521710000,6,36,1088,3494,14.036170,0.483965,49.104397,47.355899,136.564044,1.573776,29
99729530000,6,37,1162,3627,13.900839,0.500696,59.554300,44.262650,108.188779,1.346362,30
99937560000,6,38,1060,3624,13.781913,0.835725,48.446224,31.223875,121.597987,1.131654,31
100145800000,6,39,1012,3635,13.502380,0.518163,45.481036,29.144733,61.301229,1.136955,18
100353900000,6,40,1098,3772,13.892898,0.507209,55.119937,38.107722,61.958783,1.206171,13
100561800000,7,41,1146,3894,14.183229,0.597067,61.142624,38.469235,127.923603,1.469256,13
100769500000,8,42,1066,3915,14.336676,0.835798,63.020773,39.125940,107.180750,1.554659,13
100977200000,9,43,1055,3982,14.346536,0.597809,61.645883,38.245635,81.663967,1.379072,13
101288400000,10,44,1053,4083,17.419891,0.599383,45.912844,33.042928,96.555394,1.440652,13
101599500000,11,45,1004,4114,13.501453,0.607740,45.647781,30.874794,62.756469,1.458987,13
101806900000,11,46,975,4123,13.413166,0.511742,45.238662,41.878576,64.932622,1.703449,13
102014400000,12,47,1012,4205,16.381002,0.735008,43.750290,36.687579,135.188072,1.362202,13
102221800000,12,48,939,4472,14.308876,0.818099,46.525307,32.919611,0.000000,0.000000,0
102325600000,2,49,835,4343,13.228465,0.458364,42.547751,25.795139,5.107592,0.473576,13
102429300000,2,50,829,4353,13.278660,0.368073,42.998083,26.330020,4.660624,0.523718,14
102532900000,13,51,740,4326,12.606555,0.255971,52.993927,39.207758,13.852304,2.158364,11
102636700000,3,52,745,4468,12.888316,0.289691,58.273980,26.991875,6.035414,0.759435,15
102740300000,3,53,796,4630,14.879120,0.439173,57.109813,26.369131,6.398814,0.886383,16
102844100000,14,54,885,4650,13.665816,0.538224,63.613727,46.258817,129.278133,2.319239,9
103051300000,13,55,1002,4840,13.662438,0.574832,53.222787,52.112261,112.386553,2.426333,11
103258700000,18,56,1084,4960,13.463468,0.580632,56.269700,51.807350,120.830753,2.483720,8
103466500000,17,57,1109,5024,14.004161,0.647075,54.883049,52.579203,129.969679,2.506748,9
103673300000,18,58,1124,5108,14.010347,0.609763,49.802927,55.343044,120.960090,2.093454,9
103880500000,13,59,1088,5173,13.517982,0.678988,45.114402,50.180537,101.079925,2.199682,13
104087700000,8,60,935,5433,13.083931,0.688505,45.859991,41.270320,13.159774,2.165509,18
104191300000,8,61,1027,5265,13.391506,0.583295,56.787097,53.462151,136.498751,2.261727,19
104398600000,6,62,1173,5438,13.821629,0.585364,48.954284,54.914128,129.752557,2.267671,22
104606000000,7,63,1183,5560,13.649110,0.674579,55.323403,58.679678,120.395560,2.555060,22
104813200000,5,64,1145,5600,13.436874,0.728635,45.100670,50.954149,144.803605,1.720413,25
105020600000,6,65,1109,5735,13.232233,0.640010,33.907170,52.214294,126.653125,1.880703,25
105227800000,5,66,1056,5756,13.501008,0.567758,12.458865,50.940464,55.536427,1.062562,27
105435200000,4,67,968,5705,12.867922,0.740369,28.319701,33.816119,41.875109,1.000083,28
105642600000,6,68,996,5786,13.119854,0.585206,48.249121,46.367308,58.680906,3.223660,28
105849900000,3,69,898,5844,13.336968,0.649888,46.691267,34.670319,6.525906,1.325516,28
105953500000,8,70,902,5785,13.022620,0.437031,54.380026,41.695527,120.146477,2.060916,28
106160900000,7,71,867,5890,12.893366,0.491879,37.120030,38.758113,62.116330,2.897737,26
106368200000,9,72,896,5988,13.314969,0.613150,39.281524,48.202634,54.399875,2.549145,29
106575600000,3,73,871,6076,12.941574,0.408686,37.379092,37.688326,6.813948,1.135308,26
106679300000,9,74,888,6073,13.986401,0.595950,53.473721,48.722655,141.321723,1.799209,27
106886500000,8,75,1053,6311,14.001428,0.655050,43.319582,53.300703,73.164591,1.487714,29
107197500000,7,76,1165,6510,13.458499,0.773171,36.201921,53.979464,65.297019,1.542250,31
107404900000,9,77,1086,6529,13.390063,0.658789,34.193858,49.494312,74.590769,4.715924,30
107612200000,9,78,1112,6589,13.196971,0.788506,41.553662,47.480544,55.755008,1.826817,31
107819600000,8,79,1120,6688,13.290130,0.689623,35.508335,47.204002,68.963362,4.866395,26
108027100000,9,80,1036,6671,12.988416,0.749222,44.628813,41.289208,55.887177,1.871815,26
108234600000,8,81,1005,6698,13.248807,0.824094,55.805678,45.777679,127.158576,2.183545,16
108441900000,8,82,1095,6830,13.184444,0.508780,49.791462,51.140883,127.279491,2.039712,17
108649300000,9,83,1131,6928,13.452909,0.565734,52.965832,53.560604,104.771301,2.252810,17
108857100000,9,84,1057,6943,19.425673,0.568614,41.489905,42.820235,107.124964,2.315024,18
109064600000,7,85,926,6943,17.782847,0.596645,40.109657,39.024326,57.635988,5.142732,18
109271400000,6,86,855,6946,16.090490,0.400384,31.277025,43.092137,38.809889,1.820260,20
109478900000,2,87,741,6980,30.956768,0.571274,41.326783,30.847093,5.572290,0.647216,24
109582100000,3,88,728,7073,23.959005,0.361465,47.157428,26.812831,5.124103,0.659716,24
109685700000,5,89,765,7228,21.321331,0.274417,52.370062,36.367204,0.000000,0.000000,0
109789400000,3,90,711,7200,19.310113,0.306727,45.232878,28.772610,6.232951,0.445577,23
109893000000,7,91,794,7474,18.493664,0.251223,62.559942,39.108980,0.000000,0.000000,0
109996800000,2,92,756,7510,18.574536,0.340902,35.586794,24.345012,6.565296,0.614512,23
110100400000,2,93,708,7446,18.607703,0.235518,44.782484,27.363593,6.177486,1.042917,24
110204300000,3,94,695,7506,17.963288,0.213932,52.379178,28.860605,9.903535,0.729820,24
110307900000,10,95,686,7533,16.870909,0.468446,56.961466,53.893091,138.340021,2.916291,24
110515400000,9,96,811,7760,16.074898,0.417350,45.120162,40.710851,104.462064,1.709691,23
110723200000,2,97,796,7932,16.578641,0.452140,20.855772,29.290502,6.981623,0.580458,18
110827000000,2,98,785,7968,15.846063,0.342233,37.574600,39.564450,5.851287,0.969075,19
110930400000,3,99,811,8079,17.527489,0.572290,46.383425,29.644711,5.625962,0.900937,19
111034300000,4,100,755,7937,14.929682,0.362020,41.562577,29.447785,5.133256,1.772787,19
111138000000,4,101,678,7987,14.740007,0.302734,48.360554,24.830827,5.147680,0.484571,15
111241600000,5,102,663,8056,14.312624,0.252565,61.078193,25.358035,6.741576,0.691395,15
111345300000,6,103,720,8399,16.458018,0.239754,70.193358,39.943800,8.348176,1.598634,15
111449000000,5,104,781,8541,20.273759,0.278613,75.335147,28.245329,0.000000,0.000000,0
111552700000,8,105,796,8389,18.687375,0.389657,50.197483,38.539123,101.687427,1.857055,19
111760100000,3,106,726,8577,17.124359,0.433051,24.142259,29.590841,6.570405,1.030692,17
111863700000,10,107,820,8588,16.457390,0.346971,32.701061,35.268435,77.957516,1.055321,19
112070900000,11,108,911,8717,15.844959,0.388667,29.605137,35.477091,64.081401,2.978602,19
112278300000,12,109,852,8776,28.782705,0.581419,29.420334,42.016316,67.240205,2.180564,19
112485500000,8,110,990,8932,24.761826,0.489405,30.807589,48.495933,132.251761,1.902835,17
112692800000,10,111,1026,9005,22.129395,0.462533,32.966771,44.059870,127.735481,2.502528,16
112900000000,2,112,898,9205,25.248497,1.045645,59.353298,29.058671,0.000000,0.000000,0
113003600000,2,113,861,9231,20.900137,0.654532,69.633348,32.530132,0.000000,0.000000,0
113107300000,3,114,975,9363,19.339137,0.491149,82.621753,34.433241,0.000000,0.000000,0
113211000000,4,115,1005,9514,18.524446,0.429021,103.398537,32.538379,0.000000,0.000000,0
113314700000,4,116,963,9740,17.384148,0.553164,90.751838,0.000130,0.000000,0.000000,0
113418300000,13,117,1096,9450,17.724963,0.393656,65.678801,34.509560,109.550505,2.219438,19
113625700000,12,118,938,9479,16.648264,0.629104,55.438476,42.484882,112.739722,2.054827,21
113832800000,13,119,896,9563,15.988967,0.645634,36.573875,46.841045,131.867717,2.052373,21
114040000000,14,120,1045,9719,16.126540,0.444733,54.740600,57.393140,115.695086,2.035247,21
114247300000,15,121,1109,9858,15.601281,0.556707,46.960690,51.542584,110.538035,2.051030,21
114454300000,16,122,1136,9940,15.783101,0.616793,57.181305,56.943043,100.969674,2.281515,21
114661600000,16,123,1122,9935,15.509157,0.595409,70.317824,50.766365,20.319367,2.422060,22
114868800000,17,124,1179,10013,15.249652,0.655453,92.873188,56.255453,28.502785,2.362792,22
115076000000,18,125,1327,10202,19.160005,0.656473,95.411926,67.911651,211.251539,2.796102,22
115386800000,18,126,1323,10334,18.968939,1.076216,92.485862,70.385841,156.282712,3.964474,23
115800800000,19,127,1290,10280,16.559910,1.225333,85.074592,68.237264,125.905415,13.778089,23
116111200000,19,128,1502,10569,17.790706,0.704138,84.510148,86.007349,168.317674,4.072058,24
116524700000,14,129,1260,10437,16.242729,1.202212,83.168091,70.198629,154.961922,3.347430,30
116938700000,14,130,1234,10531,16.272196,1.064748,80.897201,66.767715,108.738274,4.236253,31
117249500000,13,131,1394,10736,16.216858,0.675621,59.099372,59.322945,133.135596,4.084529,33
117560200000,10,132,1222,10680,16.289097,0.986822,62.827113,45.923930,80.019884,4.163721,37
117871000000,7,133,1143,10731,15.538390,0.816931,61.895301,42.245151,90.744559,2.355109,41
118182100000,6,134,1207,10873,14.826016,0.845210,65.745375,43.740376,191.686617,4.149374,38
118389600000,6,135,1208,10924,17.291595,1.139964,64.501275,53.664219,104.433628,1.609674,33
118701300000,5,136,1234,11024,14.557782,0.696375,47.622186,35.370430,65.824671,1.222968,20
118909400000,6,137,1322,11149,15.823342,0.727188,72.520650,47.937514,79.872175,1.239292,20
119221300000,7,138,1429,11344,14.588188,0.667145,58.926034,41.752722,94.915834,1.528131,20
119532900000,7,139,1267,11347,18.193983,0.888155,54.985073,30.632791,89.110648,1.325286,18
119844100000,8,140,1259,11422,14.347379,0.990108,35.796101,40.658630,83.663004,1.151066,18
120051500000,9,141,1309,11510,14.600856,0.722773,48.060552,36.525019,98.622057,1.421708,18
120362400000,10,142,1267,11577,16.767721,0.677809,35.321566,38.919638,69.565143,1.710043,18
120569700000,10,143,1189,11583,14.644619,0.736510,36.977832,43.277064,155.283511,1.718983,16
120777000000,11,144,1152,11617,14.051872,0.678568,41.799518,36.904786,140.578486,1.856489,16
120984400000,12,145,1110,11643,14.157303,0.574330,44.188612,36.569083,143.735351,2.133490,16
121191600000,12,146,1174,11790,17.049190,0.920398,52.568305,43.529562,124.492508,2.060945,17
121398800000,14,147,1247,11927,14.977171,0.650169,51.177792,46.069008,110.371186,2.072985,16
121709800000,11,148,1178,11965,14.064491,0.998097,26.840238,51.646900,67.707523,2.420182,8
121917200000,12,149,1111,11976,14.626712,0.832375,34.945545,52.895857,149.977697,2.018323,8
122124500000,8,150,1023,11959,14.454764,0.621391,33.143962,41.032231,134.382888,2.134654,12
122332000000,10,151,964,12004,14.023152,0.645824,40.730397,44.041137,130.341255,2.251060,11
122539300000,12,152,1036,12126,13.883570,0.440744,38.909395,45.369891,131.109130,2.206756,10
122746800000,9,153,1071,12216,14.378633,0.493242,35.865563,46.687080,121.940047,2.365207,14
122954200000,8,154,1047,12269,14.089614,0.506919,42.711794,47.582195,135.175187,2.415087,16
123161600000,8,155,1033,12319,14.281587,0.580715,46.337587,46.961988,116.736459,2.261550,17
123368800000,9,156,1030,12401,17.946510,0.508762,46.912577,46.098051,105.848352,2.293567,17
123576200000,8,157,999,12460,19.496123,0.545884,38.938323,44.345069,111.639271,2.186071,19
123783400000,2,158,924,12708,17.159351,0.517952,54.096442,28.270826,0.000000,0.000000,0
123887000000,2,159,875,12674,17.449186,0.630225,63.228574,33.049989,0.000000,0.000000,0
123990700000,2,160,885,12792,16.058182,0.451206,66.179554,29.197830,0.000000,0.000000,0
124094500000,11,161,921,12598,16.562800,0.437494,56.411803,42.748219,122.079608,2.715310,18
124301800000,12,162,994,12757,16.028508,0.789181,66.098782,59.314697,19.223847,2.788434,18
124509200000,14,163,1117,12920,15.914192,0.579384,72.697769,63.382470,96.460395,2.320861,19
124716500000,14,164,1103,12983,15.839102,0.612297,77.568097,66.694157,15.884545,2.641015,20
124923900000,16,165,1103,13011,15.765815,0.658853,84.832398,59.618758,220.184863,3.057332,19
125234900000,15,166,969,13107,36.505410,1.150689,62.999161,66.974740,14.832655,2.709109,19
125442100000,12,167,1191,13259,28.874538,0.538920,56.256018,55.692523,113.176054,4.338183,23
125753000000,14,168,1291,13384,28.763592,0.856322,75.537237,73.138472,220.328341,2.524336,22
126063800000,15,169,1272,13464,21.785529,0.824363,60.869740,58.658057,253.904580,2.432411,22
126374400000,16,170,1364,13522,20.623527,0.886186,43.127124,61.136892,132.772988,19.367102,22
126685100000,15,171,1355,13635,22.230544,0.816927,64.337122,65.787878,98.998535,4.662183,24
126995700000,15,172,1414,13761,19.735402,0.985452,53.195824,64.721320,132.082280,4.063357,25
127306200000,15,173,1462,13941,18.963940,0.925083,69.543674,65.161539,138.220245,22.619824,26
127616800000,11,174,1383,13987,17.745974,1.019995,84.052049,56.854563,98.250506,3.545734,31
127927500000,9,175,1250,13963,16.945653,0.963934,107.011413,61.539958,99.555588,3.313373,34
128238600000,7,176,1229,13991,16.286480,0.850427,115.287743,72.352821,17.226988,3.354494,36
128445900000,5,177,1204,14003,21.003809,0.920124,116.968505,48.552283,13.245159,3.251393,32
128653300000,6,178,1219,14105,15.835669,0.752226,81.079939,38.098307,110.129330,2.426123,32
128860800000,6,179,1150,14165,15.597165,0.705444,58.938318,34.050301,82.274778,1.003576,32
129172100000,8,180,1167,14207,15.739892,0.760612,81.806947,45.922668,75.603246,1.792963,32
129484000000,9,181,1285,14360,16.126398,0.658755,85.389803,49.030311,102.677525,2.219452,32
129796000000,10,182,1291,14421,16.427812,0.935096,73.595519,53.816682,107.287316,2.193514,32
130108000000,11,183,1285,14532,17.127658,0.877097,69.678021,58.839137,119.615887,3.245797,32
130420800000,11,184,1318,14644,19.699929,1.105161,83.712094,74.405301,147.312632,2.922646,32
130836500000,12,185,1206,14598,15.740675,1.187487,81.924050,66.162459,122.605703,12.960325,32
131148800000,14,186,1463,14860,19.910493,0.535395,70.114152,67.967789,144.641618,13.148566,32
131460800000,14,187,1340,14860,16.873402,0.934814,68.879982,63.956268,98.186812,3.955103,32
131772200000,15,188,1220,14867,15.920021,0.781400,75.926738,57.697001,143.556681,13.709847,32
132082800000,12,189,1116,14877,15.383272,0.788144,82.969907,54.657048,82.276456,3.637889,20
132393600000,10,190,1105,14959,15.142748,0.718449,74.653687,52.962488,82.729865,3.727057,14
132704200000,6,191,1096,15002,14.655144,0.750695,63.630938,46.623980,113.293069,4.121619,19
132911000000,7,192,1057,15031,14.797485,0.550775,71.982211,49.280573,86.378147,3.635992,19
133117900000,8,193,1143,15145,15.172853,0.513144,82.664246,65.665876,14.945931,3.995574,19
133325000000,9,194,1182,15254,14.573476,0.566644,71.321915,53.459420,119.714977,3.576237,19
133532000000,9,195,1165,15299,14.588460,0.612701,77.303240,69.318700,15.509647,4.135616,24
133738900000,9,196,1118,15369,14.447396,0.767949,73.195631,57.169855,129.440494,3.771865,24
