# ORB_Ext(ms), Stereo matching(ms), Preintegrate_IMU(ms), Pose pred(ms), LocalMap_track(ms), NewKF_dec(ms)
316.163608,28.553097,0.000000,0.000000,0.000000,0.000000,108.847080
8.597014,30.115135,0.000000,25.125585,6.700626,0.075657,77.827677
8.225748,27.586235,0.000000,6.457478,20.147777,0.777588,65.018329
7.957795,28.908784,0.000000,5.610256,6.432518,0.079706,13.890006
8.358989,26.703689,0.000000,3.328428,4.242998,0.074036,44.391731
12.589162,27.571414,0.000000,4.397896,6.411991,0.077360,46.350650
12.208928,30.941521,0.000000,4.792162,6.763080,0.074530,13.355912
8.283243,26.839404,0.000000,2.343952,5.170697,0.098236,54.943409
9.148381,27.933694,0.000000,4.615709,7.297792,0.079707,13.427555
7.866693,26.235342,0.000000,2.328183,5.251759,0.088048,50.251743
11.302045,29.974719,0.000000,4.093563,13.355874,0.078078,19.226599
7.849269,31.418857,0.000000,2.504252,5.744076,0.096351,103.363948
8.015206,29.467317,0.000000,4.969076,7.994948,0.073672,14.495352
7.438494,30.141910,0.000000,3.081610,5.882858,0.102684,10.561768
7.155095,29.504370,0.000000,1.656584,5.443618,0.109042,68.207627
7.397054,31.820507,0.000000,4.689184,7.943887,0.078664,14.067832
7.276631,31.126968,0.000000,2.538159,6.265916,0.075865,70.395663
7.329531,30.928413,0.000000,5.525895,8.867814,0.078873,16.071593
7.590332,31.427260,0.000000,3.018262,7.057563,0.079986,11.710990
7.270272,27.849417,0.000000,1.708817,6.555940,0.104346,72.751725
7.484936,29.684299,0.000000,5.784274,15.159394,0.078216,22.659291
7.320190,28.515103,0.000000,2.883389,7.504923,0.071689,79.957902
7.301879,28.657368,0.000000,5.929018,9.543439,0.089401,17.252549
7.886368,28.664987,0.000000,2.288328,7.828191,0.078977,68.596606
8.062533,28.731476,0.000000,4.438798,9.257532,0.074901,15.424520
7.306644,30.654783,0.000000,2.242184,9.162201,0.093617,62.032788
8.250487,30.989856,0.000000,4.258569,10.438904,0.142071,16.691383
8.620803,30.261618,0.000000,2.148989,12.843132,0.072865,70.039541
7.336886,29.764261,0.000000,4.694736,10.144935,0.071611,16.446668
7.444121,29.894311,0.000000,2.566205,9.977283,0.078318,14.982848
7.808380,30.594756,0.000000,1.593326,14.566569,0.069874,81.907092
7.071166,30.437020,0.000000,5.238312,14.694164,0.081944,22.723345
8.411649,30.276573,0.000000,2.700534,10.071892,0.072704,70.543174
7.759910,29.140373,0.000000,5.020331,9.966449,0.076565,17.119450
7.053417,30.601081,0.000000,2.037105,8.765376,0.076293,66.705975
7.091845,30.857224,0.000000,5.382032,10.556894,0.062745,17.782442
7.502757,31.622794,0.000000,2.051685,8.954850,0.072272,57.458237
7.324868,31.562484,0.000000,3.987818,9.560576,0.074546,90.127585
6.994915,34.202947,0.000000,4.178699,12.703088,0.098819,18.930438
7.041349,36.172853,0.000000,3.027845,11.974607,0.099744,62.792307
6.985908,29.875967,0.000000,4.028105,18.359255,0.069709,24.310224
7.331515,30.778692,0.000000,2.177146,9.505083,0.086643,48.206942
11.131978,28.701270,0.000000,2.821491,9.796019,0.076703,14.363675
7.198531,29.965469,0.000000,1.557087,8.843331,0.068188,49.551748
7.267683,31.039994,0.000000,3.015444,10.250436,0.060123,90.766552
7.350936,31.672361,0.000000,4.604115,10.205129,0.088447,16.429790
7.566285,42.278421,0.000000,3.783575,13.358540,0.097892,69.525037
7.474587,31.619591,0.000000,5.170276,13.040418,0.087798,20.085188
7.669283,31.965659,0.000000,2.599239,9.478638,0.084182,66.002591
7.324647,30.063991,0.000000,3.846494,11.834543,0.076593,17.562871
7.007525,32.978003,0.000000,2.024511,21.556039,0.095528,98.958023
8.461712,31.375479,0.000000,5.040949,11.551853,0.159994,18.774418
7.597816,33.505851,0.000000,2.013319,9.771032,0.075074,69.255356
7.812134,33.959846,0.000000,4.934217,12.430794,0.091767,19.401482
7.455839,37.046566,0.000000,2.730995,12.422553,0.116040,76.116129
7.673952,31.388170,0.000000,4.918353,13.792249,0.087947,20.424394
7.715836,37.307971,0.000000,2.540959,9.873182,0.083995,69.255397
7.812820,31.276490,0.000000,4.417509,10.565211,0.069101,16.618154
7.231101,31.007796,0.000000,1.827542,9.049885,0.077268,67.367959
8.039749,29.971651,0.000000,4.029933,10.755537,0.095544,16.428994
7.075801,37.340817,0.000000,2.169443,13.597210,0.095890,81.975747
7.592646,30.599429,0.000000,4.839090,12.694364,0.098134,19.211689
7.526916,33.714210,0.000000,2.385599,9.215435,0.083494,84.110145
7.110618,32.973828,0.000000,5.818217,12.390072,0.086243,19.768973
